Src IP,Dst IP,Src Port,Dst Port,Protocol,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Flow IAT Mean,Flow IAT Std,Flow Pkts/s,Attack,src_betweenness,dst_betweenness,src_pagerank,dst_pagerank,src_degree,dst_degree,src_closeness,dst_closeness,src_eigenvector,dst_eigenvector,src_k_core,dst_k_core,src_modularity,dst_modularity
192.168.1.39,10.0.0.39,47558,163,TCP,50378,80,2,1415,11643,57.64256195284495,6.873765430454063,479.6511317954754,WebAttack,0.44325175746101153,0.565970892817365,0.7420756133179368,0.9573966586070244,0.04795083573406589,0.7176241686442016,0.4039919991193299,0.6390476928891027,0.011571663850229896,0.8673217779916329,0.4845393720310084,0.4205390678897154,0.24610607779491334,0.953714245573306
192.168.1.40,10.0.0.40,22028,539,UDP,45560,32,88,11749,1047,58.20705786876637,3.7060722242734845,433.7917423107254,Benign,0.051244685424762015,0.3396473746884835,0.016138574726504373,0.16738278776661242,0.654788640515804,0.6985719578862591,0.02126566186470691,0.16568517361201496,0.8756464469386527,0.37892961324529795,0.571576500689125,0.6231850865903587,0.6906715302965071,0.5111984183182149
192.168.1.41,10.0.0.41,28346,464,TCP,70417,82,57,1757,859,35.80641469189921,0.03705140301576426,407.55121364780257,Benign,0.3765230794012683,0.5032988214028562,0.948997200230347,0.7702927280837635,0.5216423405443895,0.528255933810049,0.9124864793931934,0.7894738075488619,0.5770744788042321,0.49271612284957356,0.690606071894185,0.3484882442714621,0.22589897574590478,0.27167901554131124
192.168.1.42,10.0.0.42,56461,406,UDP,99530,90,39,5862,2428,92.52017062699994,9.250251685973668,216.76171948269774,Benign,0.36315380047156465,0.8359072394981568,0.37819622170178957,0.34812224948230674,0.37758247464141137,0.4797132660723957,0.6926462765852897,0.12974948533578956,0.205186236853101,0.40005772625455094,0.7472239451568071,0.5164377328658799,0.15366078009327966,0.4105495406939548
192.168.1.43,10.0.0.43,21038,616,UDP,92389,82,36,4959,8902,89.60237669471958,6.909340889167726,214.49260298130017,Benign,0.3061997779967627,0.690261170518386,0.7835116724450941,0.5094096792367174,0.6650534515513963,0.26600207114795715,0.4581642754397881,0.26224942073214863,0.3199030173350832,0.0003802027619379533,0.241007577931457,0.0665973742214182,0.35421612795155,0.6110750089409823
192.168.1.44,10.0.0.44,11449,354,TCP,77275,44,55,4186,6765,70.4508698101408,3.8155256056636757,629.3951095676291,Benign,0.4629699220022465,0.7446769490253934,0.14885153637907445,0.9533821035968255,0.005154625225978426,0.5848365504511255,0.1656710229705547,0.5049090887296521,0.29720992768314036,0.8324226052835221,0.02372762239984727,0.5187977964711926,0.40805730002231777,0.33340146529837833
192.168.1.45,10.0.0.45,17148,597,UDP,8930,4,11,10780,5385,34.559591947708896,8.879017412212352,148.27465716309902,Benign,0.7606389003275287,0.2369822796270824,0.5183661361512577,0.22068903576556942,0.44815437191309593,0.8387824357475815,0.40527819355335104,0.05778246817763155,0.894020727804329,0.19091497633572763,0.6963688803097245,0.45847783070049064,0.3718753749516732,0.2813206426547967
192.168.1.46,10.0.0.46,59198,844,UDP,22244,57,90,7687,14378,32.71870490378653,3.4732517498877282,984.4764126518867,Benign,0.5668882351327479,0.722259373786059,0.07532592131565707,0.16287286603527484,0.25075798424138107,0.7248562469254441,0.8590393620319795,0.3743704166745462,0.2298027862509714,0.14106399995664776,0.6939124181191327,0.7240084095601026,0.8832889252053839,0.04476740508220256
192.168.1.47,10.0.0.47,40979,785,UDP,23928,56,91,11816,7002,98.92002498354138,9.135218684536628,452.71218362109033,WebAttack,0.3088356112002315,0.44287805307074,0.9593200533411336,0.6578975372168357,0.25907955572283625,0.3475825678352532,0.9918053069689767,0.26889244556277747,0.472736398369317,0.6678380507291573,0.915075338835312,0.6493175892460608,0.2843000699037024,0.22866728220218813
192.168.1.48,10.0.0.48,28613,935,UDP,1790,11,58,8232,5882,2.6910254991556086,6.061795686342485,363.43693756136355,Benign,0.9238495417661131,0.744789318017213,0.8670332360827403,0.6898345961898957,0.7281112786159227,0.6254672528675549,0.42394463963877005,0.04870206814661038,0.1956960855417621,0.3037509380125212,0.7724277318975674,0.5823220451741349,0.8522294534391064,0.4266688703414525
192.168.1.49,10.0.0.49,3138,963,UDP,43638,51,96,10140,14485,9.994928776461524,8.043828128159813,702.072201244676,Benign,0.8117311908833226,0.033700989406521775,0.01336272716873621,0.506349650409025,0.10112211931151316,0.8983096919710224,0.9151429868059315,0.955550613797013,0.8532561087258697,0.5897650908558781,0.6838704417960644,0.35621583207642626,0.56514355768356,0.9339251094233144
192.168.1.50,10.0.0.50,45365,424,TCP,4379,3,65,5621,3204,2.0266980372887513,9.8090070669068,890.3658521839554,Benign,0.16076116599140955,0.4056478414373903,0.30436106156713927,0.11406103222332165,0.8631196957254111,0.2654940935881417,0.5172240941271604,0.5376963459774754,0.3567823195711489,0.05758654280922881,0.5550443329003294,0.9115596144935078,0.28372115812561827,0.22358812542859663
192.168.1.51,10.0.0.51,29840,58,TCP,4886,24,92,774,4201,62.55102626106625,3.862354613031936,4.3653737138898165,Benign,0.5748928089473136,0.9168061656311037,0.3976270289700633,0.31284849801815406,0.557823474845611,0.294656283788275,0.11793130465632129,0.9624049937727566,0.8669109019795628,0.7379500709152573,0.6516739752060506,0.002275697763970963,0.5977994088655231,0.9565250744766399
192.168.1.52,10.0.0.52,6887,177,TCP,46619,55,1,5261,2617,25.56289125360145,2.803964935223342,717.5981929443227,PortScan,0.1932188437494714,0.018656951960334234,0.8939299379188774,0.600156472823577,0.45158887018544125,0.38947369802436715,0.5677790100371534,0.7946677691632836,0.7059002807045033,0.028568829436735332,0.5644862739754252,0.060393245114898075,0.38344150503560914,0.12535069208545313
192.168.1.53,10.0.0.53,31720,26,TCP,55533,62,35,4758,11658,93.021219943327,4.498335077635749,37.10001495091549,Benign,0.8891946662625974,0.9828404645001544,0.9524622780119478,0.06358659225462526,0.09973224918442536,0.412484097223923,0.1565605112963161,0.33938489422224805,0.8384607163073902,0.26871552648855646,0.31261109985831725,0.046144213469658135,0.28769503741100655,0.36161459080606395
192.168.1.54,10.0.0.54,48889,204,UDP,48986,1,72,5630,6319,44.373151584498146,0.7153397258714966,138.86825061439117,Benign,0.634776162208404,0.09455390985232881,0.5678479378483482,0.6043714913672243,0.7679620918079376,0.8730656275742468,0.41435922020349913,0.15875636000851068,0.43086818331552024,0.9244724326780844,0.12414636345009866,0.6210098096419125,0.8261365970792929,0.03720572964863067
192.168.1.55,10.0.0.55,34264,897,TCP,20943,34,67,11760,5099,3.3025465550643296,9.915111157885988,359.1554638774227,PortScan,0.9325086783137524,0.029434556689444613,0.6277888117075048,0.2978859151164355,0.8663196876332495,0.3434454831642295,0.7883719772355061,0.6161136954598172,0.6999769883449454,0.2684108402467398,0.4079224972262131,0.9261320769140934,0.2713253337187389,0.8914902715522676
192.168.1.56,10.0.0.56,24809,581,TCP,94368,31,38,4872,5735,64.64274254010175,0.0830472962928297,887.0328113965118,Benign,0.07556819794274461,0.5164982959572325,0.10546970204061523,0.36809092705287527,0.4137609522917355,0.32462912050110104,0.452115337977796,0.9446953483873907,0.7870210723319973,0.655375535023108,0.3925738892632157,0.2845521750239819,0.5255186806832886,0.6255767210462215
192.168.1.57,10.0.0.57,35091,661,UDP,85433,7,14,1352,3154,31.59620390241841,6.51286065073026,687.2168252853043,Benign,0.891546922350402,0.17251763833478984,0.19255084048935145,0.07609837014607246,0.64252841777693,0.19793914111741706,0.11519779119504736,0.782948141246678,0.003954363407277506,0.7473661077263771,0.8814339481037063,0.666248600800286,0.9830422882222154,0.4387991523426834
192.168.1.58,10.0.0.58,27237,160,TCP,84960,54,12,6484,4055,92.28528606425466,9.375803330618528,865.4546393462706,Benign,0.26023686049298733,0.6405690049320136,0.750634357184779,0.5941660597956192,0.9902140663819106,0.5843762687068279,0.7267513297274222,0.5491862558058263,0.9054784665560626,0.357848753241917,0.29934761608013716,0.8191925434860854,0.11959418306605196,0.8539726029497288
192.168.1.59,10.0.0.59,29999,960,UDP,9238,25,11,2795,7433,24.60026194804669,9.495028880823762,254.5219725605003,Benign,0.3974384460600119,0.6052142214683495,0.4388348990415333,0.16856160082580363,0.9560916594988053,0.27258277331397585,0.16151006869522622,0.49592395036509307,0.8826478536082614,0.7049383599189787,0.6092545951471277,0.9389313048257869,0.5575905803427185,0.4884055286212098
192.168.1.60,10.0.0.60,9899,381,TCP,33027,32,71,3804,9585,54.23559880718218,6.354676407625348,288.46414355566014,WebAttack,0.14737093836672,0.473912781946754,0.6842454218878732,0.9821418216299652,0.8368689149644898,0.5265488116214251,0.020105951662770405,0.3763448710070594,0.1743501687214929,0.16684885587595077,0.3438612108765532,0.16776306374527294,0.7868645694990782,0.22815834231571708
192.168.1.61,10.0.0.61,32088,711,UDP,14746,72,95,12681,3462,46.370729729568254,4.311608074600095,298.9462367733176,Benign,0.07136272719502068,0.6851201859417125,0.3376004664462532,0.2735884772881402,0.40482492800880887,0.8699856491907927,0.4705953305420959,0.2506282065229183,0.8126473087677081,0.7117904615268575,0.7629531627198137,0.041527628519386406,0.1397544106279126,0.6597040706812273
192.168.1.62,10.0.0.62,22555,580,TCP,34391,52,26,2767,14858,58.254227999149165,8.518667999334124,633.3991621917299,Benign,0.8244290977669307,0.03217155040822839,0.8709497089707305,0.48177148268889547,0.23736775704672153,0.6530628247490571,0.22919227723535474,0.5689721103675771,0.23448402604859453,0.33042136202306427,0.5362044646328443,0.37791384641591286,0.38509056666568175,0.7478361240646216
192.168.1.63,10.0.0.63,46804,582,UDP,17003,64,58,7187,4219,65.57149892364478,9.864314583770957,430.68490092795656,Benign,0.8467761865880745,0.9133022208061002,0.5677322235749588,0.22849895185302616,0.575966958003182,0.02658006190871398,0.8235981225579749,0.02901526989631875,0.48910183473301405,0.30417670688478815,0.6757820356508916,0.39036436062820945,0.20537639472782954,0.2154497315552445
192.168.1.64,10.0.0.64,53611,504,UDP,16329,4,33,3422,12812,30.915141377182536,2.8093022461964967,879.0063464489889,Benign,0.5233130474661539,0.4432435406840658,0.4121897921882215,0.6083010710998824,0.7166944990693339,0.7573979775565642,0.37719792962385446,0.5076548347553227,0.36467047850705125,0.3799606896399407,0.02782073261466944,0.776508138389216,0.8844338394863023,0.16091554359332727
192.168.1.65,10.0.0.65,39157,334,TCP,17503,78,69,11013,3691,40.09713201263178,3.9313049905204878,863.843433989521,PortScan,0.5477642409278045,0.4288488902674428,0.9040176012927832,0.5810423248491454,0.022694312020408947,0.48075291005474563,0.8638662404335627,0.6727031913919145,0.45873712870072403,0.6133441390121381,0.38767164005827237,0.3293005976981277,0.7194897349673204,0.24949581008448407
192.168.1.66,10.0.0.66,38300,290,TCP,33806,5,66,9470,382,60.93560710754909,0.4586475649186106,140.07774254285528,Benign,0.7800931053072405,0.5337910981597942,0.6722517973411627,0.12696001556925185,0.8342682764978568,0.5171694034245558,0.9691103082864954,0.0391557086476253,0.6255830718945805,0.8533672472436495,0.6061178284909102,0.2739986029346403,0.7284077032124552,0.9579685922912717
192.168.1.67,10.0.0.67,11994,114,TCP,9412,24,15,1582,12681,41.88945010563552,8.070351631103168,499.52261425229216,WebAttack,0.6537400962007057,0.6380807728184986,0.5546865605037613,0.5338806046715221,0.04087500206528416,0.5501126523933992,0.7116702161732017,0.3446669655946597,0.7456895983100138,0.697693423457598,0.13381837613159053,0.2298300321545368,0.28834044830050054,0.7066125528317385
192.168.1.68,10.0.0.68,6575,220,TCP,94301,12,70,12369,2147,85.06226181895362,0.08479440243491232,296.27727913997234,Benign,0.4554576467685243,0.8916560237888516,0.7779550902046943,0.5626482288791036,0.28749496208887537,0.969694009289195,0.925484821855348,0.000966104238384502,0.053488600397338604,0.43466564396195473,0.9901834414776899,0.6850307867587488,0.8103225561826805,0.9583144371578785
192.168.1.69,10.0.0.69,11285,690,UDP,90052,71,28,3831,8607,55.15000329122894,3.6661759597509835,373.79137660611497,Benign,0.034583197101693,0.7273778869011286,0.9871690930192911,0.19001686596537914,0.8247762804688173,0.09933016851754839,0.8333433351910369,0.8921552422059094,0.5886397038014068,0.6703813401442968,0.623761181750469,0.49368648249223435,0.7760576232512469,0.19526580420893236
192.168.1.70,10.0.0.70,33251,9,UDP,91417,13,39,2742,14367,18.643816019595835,0.2627600386109108,681.5844891693794,WebAttack,0.8127819799348311,0.21537026758336797,0.40745901256089145,0.3293835642200107,0.21473924668668498,0.19753478041057326,0.9200848740240715,0.6512161651034534,0.6567401861158169,0.8896550209150315,0.07066823272616252,0.4336271700621642,0.7675095352007334,0.3295589142966906
192.168.1.71,10.0.0.71,50221,626,UDP,27970,99,6,10360,14786,35.57725696186147,1.0444178683188643,734.2100311819542,Benign,0.9978844369282261,0.27896434751819754,0.4457498507727591,0.22506876098560347,0.8433471620310433,0.45387275712238817,0.8343639645376839,0.5036259118385207,0.9964891607927611,0.5506042723915535,0.6817799312585255,0.8426921974513134,0.8749919440806917,0.5716827486368123
192.168.1.72,10.0.0.72,62544,806,TCP,17975,72,77,10439,6251,17.199732498399698,3.361350339876883,75.11147047942532,Benign,0.790714096760395,0.3289790739953443,0.04261951508080508,0.04064095158998415,0.8411286896881721,0.2826051977331909,0.16664141904772978,0.4572202413606017,0.036001135521501526,0.39201870151910423,0.8665130017482827,0.6867580872058083,0.9863417333221868,0.8544753435352437
192.168.1.73,10.0.0.73,4524,151,UDP,8641,6,53,9491,11386,47.81876175468056,5.8409438989609175,333.649847973273,Benign,0.7519887872700292,0.5719300110622583,0.8601312639870827,0.19344508220158074,0.47566302416896045,0.7984946734451648,0.21749965852752273,0.3961759595395625,0.28920980711768596,0.5937117608334007,0.9007733500337497,0.09314511056675778,0.017658098870783734,0.8430727288856068
192.168.1.74,10.0.0.74,2611,512,TCP,2516,56,21,4265,5750,46.06099179157022,4.879172460593246,81.94465064475307,Benign,0.00160483327657579,0.23438835277225978,0.2553098750619587,0.05486935127661341,0.2837102373657072,0.742685886179571,0.9439866678227853,0.1601844755192281,0.750404107860268,0.16012528424605155,0.471070917216742,0.6573581308939158,0.7005687037615216,0.4669414847973985
192.168.1.75,10.0.0.75,40508,735,UDP,79277,57,73,13834,3133,76.07767405445843,8.589584993971462,645.9251664709225,PortScan,0.3139144175916525,0.1553247337689755,0.9333474150939559,0.30726752662167545,0.5101390878811235,0.4950462392509928,0.2541841064327546,0.8336281177977038,0.7973173899467105,0.6701872271596796,0.4717196432759061,0.1642761371569863,0.5407196265880169,0.13306892053707042
192.168.1.76,10.0.0.76,21515,958,UDP,15414,43,83,4689,543,40.62712543204847,4.951654657658948,336.63631937056715,Benign,0.15449268844243447,0.7782196017837252,0.36681610469278936,0.6915283801572611,0.020782563047819225,0.6061011596896935,0.11336601309189187,0.5825019236452422,0.764255534209818,0.42287972717643163,0.37898486065138126,0.18470577500064955,0.06672086058245463,0.47428545625393415
192.168.1.77,10.0.0.77,13963,947,UDP,47745,53,1,9580,8581,29.475553659388,7.7506965853577015,925.1943898101713,WebAttack,0.7529284650185183,0.6170966939729494,0.19762319803314354,0.48267867000984044,0.6732999490280547,0.03794242480827381,0.6944433778589019,0.20790618585887966,0.13099562649856233,0.023203293582805262,0.1788965740064905,0.7867703119080375,0.15776871157234773,0.8522245735947073
192.168.1.78,10.0.0.78,46583,418,TCP,54831,57,44,828,14252,35.06096424567703,6.95572357589822,279.36492163728985,Benign,0.3465420614817115,0.17031353274712113,0.9132326206757838,0.31191703976020413,0.4792231894566452,0.15785076762846795,0.9601548056830137,0.278174925847526,0.39286916156858054,0.23016493540498406,0.16550798023509616,0.5826888366906565,0.759210084785509,0.09583098571599202
192.168.1.79,10.0.0.79,7695,109,UDP,25967,27,2,7319,11792,65.56874918672473,9.252183460753228,758.1382644526341,PortScan,0.11683157037413561,0.6591943371677038,0.9484208350418506,0.18516083175876907,0.41195896171347324,0.03671374441365771,0.5162753426949475,0.7680018766682427,0.27632935371668343,0.18559429193181842,0.8810888204839943,0.48716024559204785,0.32934904658483266,0.9298728999356274
192.168.1.80,10.0.0.80,4762,459,TCP,95763,98,51,11136,1580,13.094563858039143,1.4508380025867018,869.942083536556,Benign,0.7995680157798755,0.19322899939620541,0.8067499051475532,0.7104410653377784,0.12538495652831305,0.1790836121685735,0.3224393831211517,0.8917550700687863,0.07453862429775082,0.23775554790619569,0.446101337543908,0.5621204464052681,0.25917747866355834,0.4251541533398284
192.168.1.81,10.0.0.81,32139,489,TCP,12408,23,61,10757,9085,86.32698052964969,4.451714075416763,254.40393994687216,PortScan,0.9833383935709182,0.5568128968390583,0.12921403352759198,0.1955610476070847,0.03647998914074846,0.8785960992294665,0.028919232718273458,0.8733255362119967,0.5354648777294756,0.7749963498732715,0.38031901445911653,0.43912204920618414,0.678709086868256,0.9114632810622689
192.168.1.82,10.0.0.82,27863,584,UDP,76970,34,70,9503,11241,57.39246624875791,4.592175388363811,945.3708194017503,Benign,0.028779179473660266,0.7253652648217134,0.025969742498059722,0.5025194874265794,0.7490374786909755,0.6325363214162099,0.6065928131660487,0.09693968586749147,0.4924687740662619,0.30885967433082695,0.3922308244930799,0.662603980962129,0.12803315198607934,0.9855201171431532
192.168.1.83,10.0.0.83,2793,541,UDP,14010,88,39,11571,4787,51.053522300539484,9.275306360908703,335.7487954191818,Benign,0.027528670980149772,0.5377417912070886,0.3438520021148188,0.7201860383017442,0.037056775176679047,0.053720550087126284,0.8101928034663625,0.7919686454328819,0.7999881325938345,0.1289904322057912,0.44573201568177345,0.49395868227910145,0.3831553054787862,0.38505359896263813
192.168.1.84,10.0.0.84,25879,657,TCP,22033,46,16,12241,3107,98.8792597216657,6.782887157501821,411.57400744434625,PortScan,0.13089476866059357,0.629422992197584,0.1261133374221709,0.5226574812557866,0.24232936455765508,0.6135812496127131,0.2591108869609984,0.843001835582594,0.23873456460631892,0.27114084804013094,0.27329610208717847,0.32453506126305676,0.09916105235945516,0.8203550988319538
192.168.1.85,10.0.0.85,48869,486,TCP,14014,20,71,4453,5196,82.37541033795141,4.757666789666535,480.28058053706286,WebAttack,0.4591517415378231,0.9716173255725985,0.0600951038331462,0.7246515603856942,0.35144576563568564,0.9846394393303188,0.6389635731141874,0.2829523367256245,0.5785819591105652,0.23671582013355097,0.9810201547304883,0.4585238454326629,0.1710497390506739,0.9214801474892396
192.168.1.86,10.0.0.86,16826,756,TCP,53765,42,5,13904,10535,18.836075703633856,6.3667570182317546,801.4161333062151,Benign,0.34235260812903867,0.29686162572344876,0.660910436836004,0.63898678622947,0.2047384816997565,0.7180183223976365,0.9016092155203982,0.5218724627449614,0.9518223448673638,0.28696296957410594,0.047901991558618406,0.13575979324886078,0.9388549953322952,0.19891937376208257
192.168.1.87,10.0.0.87,52538,350,TCP,81787,26,6,5540,2069,81.4141384051301,3.9032150861518913,109.29781437070504,DoS,0.22217073660945008,0.08732751162646646,0.18144913470557766,0.17198407580863684,0.9182078440515488,0.13089721936706666,0.10669191018296842,0.3480306761876282,0.7668206707387254,0.3456343710177885,0.607662611964016,0.4529850883088604,0.5819778347663601,0.2318687413913647
192.168.1.88,10.0.0.88,35882,605,UDP,17578,89,71,11058,14571,9.506706680973739,2.4603900202379503,968.9145224234919,Benign,0.021480799288716823,0.5912370366105995,0.03686586811664361,0.02356863823221922,0.3316853738854463,0.23042973066476136,0.5089697871296167,0.5939890985852283,0.2281402750167264,0.7739392757144918,0.49475759465396973,0.1353128988071064,0.7415769729339946,0.23889307343013466
192.168.1.89,10.0.0.89,21782,560,TCP,92579,48,69,7846,6170,40.78947557812773,3.9430255204222475,797.0208125122422,Benign,0.16376773019087099,0.8385725565162301,0.829534370357465,0.37158708943015295,0.12809692700918185,0.008105823552059577,0.18376824093664312,0.9608566322473223,0.018381390803623665,0.2089794991595494,0.14665025528047526,0.8039779291689155,0.20553169089606793,0.3754396923118156
192.168.1.90,10.0.0.90,55805,914,TCP,46020,61,12,8853,6051,11.613987872307018,8.819797298778246,642.972684070971,WebAttack,0.3097391781944484,0.8901727371779308,0.8346907058755418,0.3018111801672494,0.07311599417945558,0.7909506467616267,0.3413182373814895,0.34948531570704533,0.3193066139176671,0.024281487025513693,0.31717525577953243,0.40091662412928664,0.5489178685305419,0.41336752413444566
192.168.1.91,10.0.0.91,18734,280,TCP,32073,79,80,8037,4602,31.385210270945144,8.45135678115118,614.9602990044993,Benign,0.5527239666563553,0.6475492412705653,0.029341138700074487,0.639651590150681,0.6735844287665219,0.9469718322865557,0.6855806764549373,0.3810268409947971,0.49545471767896976,0.9484790458630169,0.9956264424119551,0.6207007314749357,0.5843209034487996,0.3116146900762513
192.168.1.92,10.0.0.92,6577,730,UDP,48177,17,93,5504,8684,19.467419890207687,2.967709076268884,632.4592412697999,Benign,0.4212765862221356,0.33046858198311646,0.546631572256585,0.4329677558025812,0.23600761585984342,0.37673412385430904,0.545323673046932,0.8382103994158879,0.482041583959278,0.4317806284342215,0.13979529374776933,0.739394150439483,0.8247376730016343,0.47188804155937225
192.168.1.93,10.0.0.93,15753,240,TCP,89590,18,28,395,6898,38.61706947929199,8.942567931791864,124.47757724362084,Benign,0.45815769525812344,0.8606440711052027,0.5744296202962939,0.18259022448405549,0.7004890463628706,0.985584171657988,0.6224607835743032,0.20985428244833126,0.30675245461637024,0.35791495173972365,0.04899249943409634,0.32278071852077916,0.8685911092045379,0.9132682711320573
192.168.1.94,10.0.0.94,10587,782,UDP,49976,3,59,5287,10698,37.17778908397494,1.6921200674482717,764.9946026468863,Benign,0.11545681379284845,0.4725075401167107,0.8107706023541872,0.7662144943412165,0.1346002660795279,0.5331691642363047,0.8489285182636289,0.49109005034990105,0.08806851529324045,0.24344707281180245,0.1437198762294163,0.12639392894208845,0.9246423183508116,0.7426668590850326
192.168.1.95,10.0.0.95,23728,184,UDP,36921,57,56,4063,5127,10.148556103902685,8.463339617233146,952.9978808452796,WebAttack,0.5969370431462648,0.10439920581599349,0.39476536920258876,0.8811249995650292,0.7633760211491472,0.5242820455544529,0.6188206178205593,0.06512609168330341,0.8683070532440341,0.25008194528670336,0.06796359166031152,0.1902034988345126,0.048921770884479465,0.7414701538125532
192.168.1.96,10.0.0.96,62642,880,UDP,11464,88,34,14932,12935,15.533129179602367,1.9995887056414607,393.16772534564143,Benign,0.11753470681475142,0.9517341415680184,0.8870393580447686,0.9288728430180374,0.2925309535195101,0.3381304153582644,0.6695808201507965,0.1702100799191938,0.36096444474114386,0.5751441065763984,0.7650712354527844,0.9692106546198781,0.5433058815229261,0.3402749288081395
192.168.1.97,10.0.0.97,53886,957,TCP,76005,80,92,10851,6883,38.100562016284364,1.9350160014392248,125.17917801636305,Benign,0.5438554484745332,0.90617821547586,0.39215183947433907,0.4177497796791966,0.051258068105605736,0.6176219140800434,0.9746151583936568,0.8411343189416596,0.3709037915313329,0.13999765372913564,0.005149227072845042,0.4997672823114129,0.10076910559183083,0.3188852405663346
192.168.1.98,10.0.0.98,58893,395,TCP,95770,63,4,116,7193,54.84088754434418,4.584104062036166,66.40588612807248,Benign,0.7051040002017969,0.23068926991222583,0.14141874963127332,0.35573629594682143,0.10626803669384832,0.21147891355988369,0.48535880964321454,0.9693883463747969,0.49033750750837934,0.6485009873023837,0.6321957563114707,0.7710334932924481,0.42954244228841854,0.05162426337463066
192.168.1.99,10.0.0.99,57570,373,UDP,61700,83,24,11129,2633,41.36033580899435,9.699168097024819,221.53983120140725,Benign,0.23783126695597523,0.040419014913517626,0.6571099728075778,0.3082199856288941,0.14631586797460294,0.6781788089226933,0.4211434341712741,0.9727089930764251,0.7705329126173611,0.3712257531962567,0.15467816495510012,0.0906283588722222,0.10773265437100987,0.9047152657884574
192.168.1.100,10.0.0.100,9652,86,TCP,14472,77,55,11151,4250,67.90787369411443,7.211042106066168,146.0033979562128,Benign,0.7022769562518686,0.706044530226817,0.8759454401303828,0.18988012243075858,0.8182457790936019,0.5019727633202347,0.41287587241700174,0.06863225420400842,0.9196258377862994,0.2905964281566833,0.5351479791313996,0.1453558604198142,0.78324693760147,0.9516396799624186
192.168.1.101,10.0.0.101,58067,563,TCP,94055,61,86,14321,4463,24.663466392734296,8.49116793733909,641.0236157571135,WebAttack,0.4073127885646226,0.2661041348761104,0.23337721989435345,0.2913661356723215,0.41627698119356293,0.47926046590573057,0.8351558470900735,0.48439005639107513,0.0012963555292979656,0.40220853591464534,0.5755647723863114,0.06696569808021824,0.839820144421654,0.29745360775806884
192.168.1.102,10.0.0.102,49003,583,TCP,8919,27,61,7590,12149,90.42227258101862,4.0494913200923754,915.2188497685501,PortScan,0.23751290815638326,0.6563113042835677,0.20748883680940655,0.7231415064023793,0.8640677001686013,0.31374341138817385,0.22376196177034968,0.02376976908284023,0.5776123368877729,0.47905005738367235,0.7549012995259162,0.11445789830312991,0.9338660836787593,0.5051013750079094
192.168.1.103,10.0.0.103,55408,890,TCP,21530,76,62,7642,3140,94.51573725247002,9.003602847154026,741.2042365016106,Benign,0.4691156526639638,0.8045890280991868,0.948247179774801,0.6515841027117051,0.9613877334650187,0.6846282852888325,0.43197536512732193,0.38835735482827916,0.19724521218663715,0.09375820284982705,0.28827273163101264,0.5639665797781147,0.8035150899078787,0.7465540668725208
192.168.1.104,10.0.0.104,33966,385,UDP,8158,95,43,13382,4614,57.66142502927055,2.9909032192492893,513.659157646323,Benign,0.2706988623020856,0.18342734896684043,0.8802910696851589,0.5819480941528675,0.7793982199712223,0.5484650376896477,0.22743369589656703,0.5165866872572962,0.5448483152266795,0.26353311634957566,0.8585611840094297,0.9449845878031851,0.31362069843662177,0.06314099208905488
192.168.1.105,10.0.0.105,54723,848,TCP,91182,56,88,3779,12268,68.65441003404705,5.633357745307169,302.5256904914669,Benign,0.25922699575677477,0.4036395320280056,0.47543330591050814,0.8520683805471682,0.011864280947485484,0.03816998011467598,0.36839919858275927,0.622407167987999,0.1362177146550928,0.3901563976620903,0.8568088205952216,0.7976753711270218,0.14841923545129954,0.05396516258285966
192.168.1.106,10.0.0.106,65492,295,UDP,48875,13,31,8062,5335,51.03328811910373,5.962258635738895,588.1523419219074,Benign,0.13777778796388607,0.8191903962745489,0.2074613110157758,0.9832498689982885,0.6703590435145681,0.6874404615256103,0.5356852865199753,0.03786154409755327,0.9099684682777999,0.7479397965212792,0.1258434201303582,0.4887818256912265,0.09867467322345602,0.020120524316396105
192.168.1.107,10.0.0.107,11924,221,TCP,98910,89,11,13919,8707,38.226992184125784,4.834913521258112,205.90104720579828,Benign,0.5173426861784293,0.4723957465464814,0.560469586614798,0.25199766739263574,0.44928446739762584,0.5882832444925437,0.04340672786293753,0.5243671198819079,0.5898678642370389,0.581136548578219,0.1283651502725074,0.012330994568109044,0.01623401606267394,0.10238113521002568
192.168.1.108,10.0.0.108,42123,146,TCP,24046,66,34,13480,12155,36.765884874736784,7.381620548944042,388.43975636360705,Benign,0.8967638649222651,0.883312657139303,0.8544211323855078,0.5753440667253382,0.1705461167376613,0.710500603324253,0.38878684418863196,0.6654998807453851,0.48805939633947115,0.2084391556854156,0.6652935293714949,0.7614374411741469,0.4741933236181768,0.5788267890061388
192.168.1.109,10.0.0.109,40369,61,UDP,23158,71,42,5069,9601,47.95951242961968,2.7374499164006147,668.772838054086,PortScan,0.6861703913802354,0.4269353522183734,0.8384185753360104,0.3720913548516479,0.2831295102442495,0.08763055961504296,0.28436903248937384,0.2760091807414594,0.7504384728615513,0.32079538818006825,0.5214649487966273,0.7056845813445048,0.9837690334312981,0.5272008006302632
